Date,Price,Price Change
2022-08-15,24085.2,-0.86
2022-08-16,23843.0,-1.01
2022-08-17,23333.1,-2.14
2022-08-18,23185.1,-0.63
2022-08-19,20824.9,-10.18
2022-08-20,21127.8,1.45
2022-08-21,21505.6,1.79
2022-08-22,21387.0,-0.55
2022-08-23,21518.2,0.61
2022-08-24,21354.9,-0.76
2022-08-25,21548.3,0.91
2022-08-26,20228.7,-6.12
2022-08-27,20023.9,-1.01
2022-08-28,19547.5,-2.38
2022-08-29,20275.5,3.72
2022-08-30,19803.1,-2.33
2022-08-31,20041.5,1.20
2022-09-01,20122.5,0.40
2022-09-02,19941.0,-0.90
2022-09-03,19820.7,-0.60
2022-09-04,19992.7,0.87
2022-09-05,19784.9,-1.04
2022-09-06,18781.5,-5.07
2022-09-07,19287.0,2.69
2022-09-08,19309.3,0.12
2022-09-09,21352.0,10.58
2022-09-10,21639.5,1.35
2022-09-11,21820.3,0.84
2022-09-12,22386.0,2.59
2022-09-13,20162.5,-9.93
2022-09-14,20217.0,0.27
2022-09-15,19690.8,-2.60
2022-09-16,19792.5,0.52
2022-09-17,20102.0,1.56
2022-09-18,19404.5,-3.47
2022-09-19,19528.6,0.64
2022-09-20,18866.8,-3.39
2022-09-21,18447.5,-2.22
2022-09-22,19392.5,5.12
2022-09-23,19280.7,-0.58
2022-09-24,18911.0,-1.92
2022-09-25,18799.7,-0.59
2022-09-26,19216.3,2.22
2022-09-27,19070.1,-0.76
2022-09-28,19407.3,1.77
2022-09-29,19582.5,0.90
2022-09-30,19411.7,-0.87
2022-10-01,19304.0,-0.55
2022-10-02,19049.4,-1.32
2022-10-03,19622.0,3.01
2022-10-04,20333.0,3.62
2022-10-05,20150.0,-0.90
2022-10-06,19954.0,-0.97
2022-10-07,19520.9,-2.17
2022-10-08,19406.2,-0.59
2022-10-09,19430.0,0.12
2022-10-10,19124.0,-1.57
2022-10-11,19055.0,-0.36
2022-10-12,19148.0,0.49
2022-10-13,19365.5,1.14
2022-10-14,19164.6,-1.04
2022-10-15,19060.4,-0.54
2022-10-16,19251.9,1.00
2022-10-17,19540.6,1.50
2022-10-18,19320.9,-1.12
2022-10-19,19116.7,-1.06
2022-10-20,19034.7,-0.43
2022-10-21,19150.9,0.61
2022-10-22,19195.1,0.23
2022-10-23,19560.7,1.90
2022-10-24,19318.1,-1.24
2022-10-25,20068.3,3.88
2022-10-26,20758.3,3.44
2022-10-27,20285.5,-2.28
2022-10-28,20582.8,1.47
2022-10-29,20796.7,1.04
2022-10-30,20615.6,-0.87
2022-10-31,20482.0,-0.65
2022-11-01,20472.1,-0.05
2022-11-02,20140.1,-1.62
2022-11-03,20199.7,0.30
2022-11-04,21137.6,4.64
2022-11-05,21289.9,0.72
2022-11-06,20900.0,-1.83
2022-11-07,20578.6,-1.54
2022-11-08,18534.0,-9.94
2022-11-09,15905.0,-14.18
2022-11-10,17588.0,10.58
2022-11-11,17058.3,-3.01
2022-11-12,16806.9,-1.47
2022-11-13,16321.2,-2.89
2022-11-14,16605.2,1.74
2022-11-15,16888.3,1.70
2022-11-16,16650.6,-1.41
2022-11-17,16682.1,0.19
2022-11-18,16689.7,0.05
2022-11-19,16692.9,0.02
2022-11-20,16272.6,-2.52
2022-11-21,15773.0,-3.07
2022-11-22,16220.6,2.84
2022-11-23,16595.8,2.31
2022-11-24,16592.4,-0.02
2022-11-25,16516.1,-0.46
2022-11-26,16449.2,-0.41
2022-11-27,16422.6,-0.16
2022-11-28,16204.5,-1.33
2022-11-29,16433.2,1.41
2022-11-30,17153.3,4.38
2022-12-01,16970.5,-1.07
2022-12-02,17083.0,0.66
2022-12-03,16879.5,-1.19
2022-12-04,17099.5,1.30
2022-12-05,16958.3,-0.83
2022-12-06,17078.6,0.71
2022-12-07,16828.0,-1.47
2022-12-08,17216.0,2.31
2022-12-09,17122.0,-0.55
2022-12-10,17120.0,-0.01
2022-12-11,17077.3,-0.25
2022-12-12,17200.0,0.72
2022-12-13,17777.1,3.36
2022-12-14,17803.9,0.15
2022-12-15,17351.8,-2.54
2022-12-16,16624.1,-4.19
2022-12-17,16768.0,0.87
2022-12-18,16730.3,-0.22
2022-12-19,16429.2,-1.80
2022-12-20,16887.2,2.79
2022-12-21,16819.6,-0.40
2022-12-22,16815.5,-0.02
2022-12-23,16776.4,-0.23
2022-12-24,16828.9,0.31
2022-12-25,16824.4,-0.03
2022-12-26,16912.9,0.53
2022-12-27,16698.2,-1.27
2022-12-28,16539.0,-0.95
2022-12-29,16630.3,0.55
2022-12-30,16601.2,-0.17
2022-12-31,16537.6,-0.38
2023-01-01,16610.3,0.44
2023-01-02,16666.0,0.34
2023-01-03,16667.2,0.01
2023-01-04,16842.1,1.05
2023-01-05,16823.8,-0.11
2023-01-06,16943.8,0.71
2023-01-07,16936.5,-0.04
2023-01-08,17124.7,1.11
2023-01-09,17169.7,0.26
2023-01-10,17428.8,1.51
2023-01-11,17935.7,2.91
2023-01-12,18838.0,5.03
2023-01-13,19924.2,5.77
2023-01-14,20962.8,5.21
2023-01-15,20882.7,-0.38
2023-01-16,21188.3,1.46
2023-01-17,21130.9,-0.27
2023-01-18,20680.0,-2.13
2023-01-19,21068.3,1.88
2023-01-20,22661.1,7.56
2023-01-21,22781.9,0.53
2023-01-22,22704.6,-0.34
2023-01-23,22913.1,0.92
2023-01-24,22627.4,-1.25
2023-01-25,23060.6,1.91
2023-01-26,23001.9,-0.25
2023-01-27,23068.0,0.29
2023-01-28,23015.9,-0.23
2023-01-29,23740.3,3.15
2023-01-30,22819.9,-3.88
2023-01-31,23119.4,1.31
2023-02-01,23730.0,2.64
2023-02-02,23493.1,-1.00
2023-02-03,23424.7,-0.29
2023-02-04,23322.6,-0.44
2023-02-05,22929.2,-1.69
2023-02-06,22757.7,-0.75
2023-02-07,23234.1,2.09
2023-02-08,22955.9,-1.20
2023-02-09,21793.4,-5.06
2023-02-10,21618.6,-0.80
2023-02-11,21851.3,1.08
2023-02-12,21771.1,-0.37
2023-02-13,21766.2,-0.02
2023-02-14,22187.4,1.94
2023-02-15,24332.6,9.67
2023-02-16,23526.6,-3.31
2023-02-17,24581.5,4.48
2023-02-18,24636.9,0.23
2023-02-19,24265.9,-1.51
2023-02-20,24849.9,2.41
2023-02-21,24443.4,-1.64
2023-02-22,24171.3,-1.11
2023-02-23,23928.8,-1.00
2023-02-24,23175.6,-3.15
2023-02-25,23146.2,-0.13
2023-02-26,23545.3,1.72
2023-02-27,23480.0,-0.28
2023-02-28,23129.6,-1.49
2023-03-01,23619.8,2.12
2023-03-02,23457.1,-0.69
2023-03-03,22342.8,-4.75
2023-03-04,22335.7,-0.03
2023-03-05,22419.4,0.37
2023-03-06,22397.1,-0.10
2023-03-07,22187.1,-0.94
2023-03-08,21695.4,-2.22
2023-03-09,20348.3,-6.21
2023-03-10,20140.3,-1.02
2023-03-11,20447.3,1.52
2023-03-12,21986.2,7.53
2023-03-13,24119.5,9.70
2023-03-14,24682.5,2.33
2023-03-15,24288.0,-1.60
2023-03-16,24990.4,2.89
2023-03-17,27384.0,9.58
2023-03-18,26907.0,-1.74
2023-03-19,27955.7,3.90
2023-03-20,27704.1,-0.90
2023-03-21,28091.1,1.40
2023-03-22,27233.8,-3.05
2023-03-23,28284.1,3.86
2023-03-24,27438.9,-2.99
2023-03-25,27447.3,0.03
2023-03-26,27954.3,1.85
2023-03-27,27112.0,-3.01
2023-03-28,27249.7,0.51
2023-03-29,28338.5,4.00
2023-03-30,28015.0,-1.14
2023-03-31,28454.9,1.57
2023-04-01,28443.8,-0.04
2023-04-02,28161.2,-0.99
2023-04-03,27786.1,-1.33
2023-04-04,28009.5,0.80
