Date,Price,Price Change
2022-09-07,1629.35,4.56
2022-09-08,1634.22,0.30
2022-09-09,1717.48,5.09
2022-09-10,1773.05,3.24
2022-09-11,1765.01,-0.45
2022-09-12,1715.14,-2.83
2022-09-13,1571.9,-8.35
2022-09-14,1635.39,4.04
2022-09-15,1471.93,-10.00
2022-09-16,1433.58,-2.61
2022-09-17,1467.96,2.40
2022-09-18,1333.67,-9.15
2022-09-19,1375.05,3.10
2022-09-20,1322.08,-3.85
2022-09-21,1244.19,-5.89
2022-09-22,1325.73,6.55
2022-09-23,1326.62,0.07
2022-09-24,1316.19,-0.79
2022-09-25,1293.99,-1.69
2022-09-26,1335.25,3.19
2022-09-27,1327.19,-0.60
2022-09-28,1336.43,0.70
2022-09-29,1334.8,-0.12
2022-09-30,1327.78,-0.53
2022-10-01,1311.31,-1.24
2022-10-02,1275.96,-2.70
2022-10-03,1322.59,3.65
2022-10-04,1360.73,2.88
2022-10-05,1351.61,-0.67
2022-10-06,1351.5,-0.01
2022-10-07,1330.41,-1.56
2022-10-08,1314.74,-1.18
2022-10-09,1322.61,0.60
2022-10-10,1289.56,-2.50
2022-10-11,1279.68,-0.77
2022-10-12,1294.02,1.12
2022-10-13,1286.38,-0.59
2022-10-14,1295.35,0.70
2022-10-15,1274.13,-1.64
2022-10-16,1305.51,2.46
2022-10-17,1330.62,1.92
2022-10-18,1309.93,-1.55
2022-10-19,1284.45,-1.95
2022-10-20,1282.2,-0.18
2022-10-21,1299.08,1.32
2022-10-22,1313.19,1.09
2022-10-23,1363.44,3.83
2022-10-24,1342.72,-1.52
2022-10-25,1459.2,8.67
2022-10-26,1565.45,7.28
2022-10-27,1513.7,-3.31
2022-10-28,1553.79,2.65
2022-10-29,1618.82,4.19
2022-10-30,1589.89,-1.79
2022-10-31,1572.01,-1.12
2022-11-01,1577.88,0.37
2022-11-02,1517.26,-3.84
2022-11-03,1530.27,0.86
2022-11-04,1644.09,7.44
2022-11-05,1626.11,-1.09
2022-11-06,1567.42,-3.61
2022-11-07,1567.52,0.01
2022-11-08,1333.4,-14.94
2022-11-09,1101.49,-17.39
2022-11-10,1298.21,17.86
2022-11-11,1288.64,-0.74
2022-11-12,1256.82,-2.47
2022-11-13,1220.78,-2.87
2022-11-14,1242.89,1.81
2022-11-15,1252.81,0.80
2022-11-16,1215.78,-2.96
2022-11-17,1199.7,-1.32
2022-11-18,1212.04,1.03
2022-11-19,1216.91,0.40
2022-11-20,1141.57,-6.19
2022-11-21,1106.95,-3.03
2022-11-22,1139.11,2.91
2022-11-23,1183.83,3.93
2022-11-24,1202.92,1.61
2022-11-25,1198.55,-0.36
2022-11-26,1204.84,0.52
2022-11-27,1193.26,-0.96
2022-11-28,1167.21,-2.18
2022-11-29,1215.74,4.16
2022-11-30,1294.02,6.44
2022-12-01,1275.7,-1.42
2022-12-02,1295.0,1.51
2022-12-03,1239.76,-4.27
2022-12-04,1278.82,3.15
2022-12-05,1258.66,-1.58
2022-12-06,1270.72,0.96
2022-12-07,1230.83,-3.14
2022-12-08,1279.73,3.97
2022-12-09,1262.31,-1.36
2022-12-10,1265.88,0.28
2022-12-11,1262.43,-0.27
2022-12-12,1274.88,0.99
2022-12-13,1321.06,3.62
2022-12-14,1307.76,-1.01
2022-12-15,1266.26,-3.17
2022-12-16,1166.2,-7.90
2022-12-17,1186.45,1.74
2022-12-18,1182.45,-0.34
2022-12-19,1167.21,-1.29
2022-12-20,1216.21,4.20
2022-12-21,1213.21,-0.25
2022-12-22,1217.39,0.34
2022-12-23,1219.5,0.17
2022-12-24,1219.96,0.04
2022-12-25,1217.96,-0.16
2022-12-26,1227.57,0.79
2022-12-27,1211.29,-1.33
2022-12-28,1189.93,-1.76
2022-12-29,1200.35,0.88
2022-12-30,1199.66,-0.06
2022-12-31,1196.1,-0.30
2023-01-01,1199.96,0.32
2023-01-02,1213.23,1.11
2023-01-03,1214.23,0.08
2023-01-04,1256.39,3.47
2023-01-05,1251.08,-0.42
2023-01-06,1268.54,1.40
2023-01-07,1263.65,-0.39
2023-01-08,1289.65,2.06
2023-01-09,1320.32,2.38
2023-01-10,1335.3,1.13
2023-01-11,1389.26,4.04
2023-01-12,1415.84,1.91
2023-01-13,1450.94,2.48
2023-01-14,1550.27,6.85
2023-01-15,1553.47,0.21
2023-01-16,1577.11,1.52
2023-01-17,1565.84,-0.71
2023-01-18,1511.66,-3.46
2023-01-19,1551.11,2.61
2023-01-20,1659.01,6.96
2023-01-21,1627.63,-1.89
2023-01-22,1628.14,0.03
2023-01-23,1626.9,-0.08
2023-01-24,1555.99,-4.36
2023-01-25,1611.41,3.56
2023-01-26,1600.69,-0.67
2023-01-27,1597.08,-0.23
2023-01-28,1571.52,-1.60
2023-01-29,1645.67,4.72
2023-01-30,1565.92,-4.85
2023-01-31,1585.02,1.22
2023-02-01,1641.8,3.58
2023-02-02,1643.81,0.12
2023-02-03,1663.68,1.21
2023-02-04,1666.44,0.17
2023-02-05,1628.98,-2.25
2023-02-06,1613.9,-0.93
2023-02-07,1670.51,3.51
2023-02-08,1650.26,-1.21
2023-02-09,1544.68,-6.40
2023-02-10,1512.26,-2.10
2023-02-11,1537.65,1.68
2023-02-12,1514.49,-1.51
2023-02-13,1504.85,-0.64
2023-02-14,1554.94,3.33
2023-02-15,1675.0,7.72
2023-02-16,1639.0,-2.15
2023-02-17,1694.12,3.36
2023-02-18,1691.66,-0.15
2023-02-19,1680.31,-0.67
2023-02-20,1703.7,1.39
2023-02-21,1659.2,-2.61
2023-02-22,1642.01,-1.04
2023-02-23,1649.69,0.47
2023-02-24,1607.12,-2.58
2023-02-25,1593.59,-0.84
2023-02-26,1640.49,2.94
2023-02-27,1632.6,-0.48
2023-02-28,1604.72,-1.71
2023-03-01,1664.46,3.72
2023-03-02,1647.29,-1.03
2023-03-03,1568.86,-4.76
2023-03-04,1566.05,-0.18
2023-03-05,1564.06,-0.13
2023-03-06,1565.17,0.07
2023-03-07,1561.29,-0.25
2023-03-08,1531.82,-1.89
2023-03-09,1436.42,-6.23
2023-03-10,1425.79,-0.74
2023-03-11,1471.03,3.17
2023-03-12,1579.26,7.36
2023-03-13,1673.9,5.99
2023-03-14,1699.93,1.56
2023-03-15,1649.81,-2.95
2023-03-16,1672.56,1.38
2023-03-17,1789.21,6.97
2023-03-18,1758.52,-1.72
2023-03-19,1779.99,1.22
2023-03-20,1731.71,-2.71
2023-03-21,1800.14,3.95
2023-03-22,1733.61,-3.70
2023-03-23,1813.27,4.60
2023-03-24,1748.77,-3.56
2023-03-25,1741.02,-0.44
2023-03-26,1772.63,1.82
2023-03-27,1714.35,-3.29
2023-03-28,1772.09,3.37
2023-03-29,1791.89,1.12
2023-03-30,1792.77,0.05
2023-03-31,1820.81,1.56
2023-04-01,1819.82,-0.05
2023-04-02,1793.56,-1.44
2023-04-03,1809.68,0.90
2023-04-04,1815.0,0.29
